idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
42,refs/heads/master,1bbbab55676ce26a6d480f6ced4aade8ce5dc35e,72617c6e16fcddce10980bb16ddc7a3bb9879e53,f52baa66a8eeed04443ec03e9cb9771d7dbbe103,,False,False,True,7,1116,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/72617c6e16fcddce10980bb16ddc7a3bb9879e53_f52baa66a8eeed04443ec03e9cb9771d7dbbe103_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/72617c6e16fcddce10980bb16ddc7a3bb9879e53_f52baa66a8eeed04443ec03e9cb9771d7dbbe103_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/72617c6e16fcddce10980bb16ddc7a3bb9879e53_f52baa66a8eeed04443ec03e9cb9771d7dbbe103_left_right.log'}",,,,,,False
43,refs/heads/master,72617c6e16fcddce10980bb16ddc7a3bb9879e53,d2d8c8a0666c135010c8cf7883365385da6b64fc,b31a0cd7003cb2af67efdf3950deca2d323bc914,,False,True,True,18,1325,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/d2d8c8a0666c135010c8cf7883365385da6b64fc_b31a0cd7003cb2af67efdf3950deca2d323bc914_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/d2d8c8a0666c135010c8cf7883365385da6b64fc_b31a0cd7003cb2af67efdf3950deca2d323bc914_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/d2d8c8a0666c135010c8cf7883365385da6b64fc_b31a0cd7003cb2af67efdf3950deca2d323bc914_left_right.log'}",,,,,,False
49,refs/heads/master,21ebab3be981f48a72a902b1fbe448a8a295b94c,6310527830b1c2495339cbd2ec459c14e80b5daf,e36f4c3455b8a758602d91d31689f036288a1fa6,,False,False,True,7,70,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/6310527830b1c2495339cbd2ec459c14e80b5daf_e36f4c3455b8a758602d91d31689f036288a1fa6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/6310527830b1c2495339cbd2ec459c14e80b5daf_e36f4c3455b8a758602d91d31689f036288a1fa6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/6310527830b1c2495339cbd2ec459c14e80b5daf_e36f4c3455b8a758602d91d31689f036288a1fa6_left_right.log'}",,,,,,False
51,refs/heads/master,ff79eeeb2c81a93455d0a5f9fe72ba8edd0fa161,50908b6f6ea62ab7182a6666dd4a39c73e35e6ab,02789f0a7db18e04a32406803200c39fb351c548,,False,True,True,30,266,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/50908b6f6ea62ab7182a6666dd4a39c73e35e6ab_02789f0a7db18e04a32406803200c39fb351c548_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/50908b6f6ea62ab7182a6666dd4a39c73e35e6ab_02789f0a7db18e04a32406803200c39fb351c548_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/50908b6f6ea62ab7182a6666dd4a39c73e35e6ab_02789f0a7db18e04a32406803200c39fb351c548_left_right.log'}",,,,,,False
52,refs/remotes/origin/pull/24,b20e87b4c5c0e0f00527c57df41dd19db03ed98d,4e7f91ebec1e7802d97ff6b3feaf203960fb1c68,9f49c53480ac71797121cfec96d19fcc4d633990,two initial commits,False,True,True,279,35053,False,,,,,,,False
53,refs/remotes/origin/pull/47,595bb3f7ff085382239d9463259415936822b7a1,3438a816f9c231398492ef582a4801aa4668138e,0e5d56749a19cf8a15727e4281b17dfb7acb7769,,True,True,True,22,364,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/3438a816f9c231398492ef582a4801aa4668138e_0e5d56749a19cf8a15727e4281b17dfb7acb7769_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/3438a816f9c231398492ef582a4801aa4668138e_0e5d56749a19cf8a15727e4281b17dfb7acb7769_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/3438a816f9c231398492ef582a4801aa4668138e_0e5d56749a19cf8a15727e4281b17dfb7acb7769_left_right.log'}",da008a767ecebee9c5fc594ab821f25b5a23e51aadd6ff6a191fab5fb0d4bc69,Tests_failed,8fc7f0c2cb7840e28130e564a799e94169fd5a3ab9704f82ccbce5f5ccb5522f,Tests_failed,False,False
54,refs/remotes/origin/pull/48,387d63d528f80236a77b287730b4ec76677adbc8,22ee249b98775635edf3a9213561063ca969ba50,7a62c6282d2a2ba18f332a5ba96b47cb17df097d,,False,True,True,51,1037,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/22ee249b98775635edf3a9213561063ca969ba50_7a62c6282d2a2ba18f332a5ba96b47cb17df097d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/22ee249b98775635edf3a9213561063ca969ba50_7a62c6282d2a2ba18f332a5ba96b47cb17df097d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/22ee249b98775635edf3a9213561063ca969ba50_7a62c6282d2a2ba18f332a5ba96b47cb17df097d_left_right.log'}",,,,,,False
55,refs/remotes/origin/pull/48,22ee249b98775635edf3a9213561063ca969ba50,8656468467370dbecedd22dfbb878050e32107cb,a4ee03b5a91ce2190a3ac732689fe5d663d23c34,,False,True,True,48,987,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/8656468467370dbecedd22dfbb878050e32107cb_a4ee03b5a91ce2190a3ac732689fe5d663d23c34_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/8656468467370dbecedd22dfbb878050e32107cb_a4ee03b5a91ce2190a3ac732689fe5d663d23c34_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/8656468467370dbecedd22dfbb878050e32107cb_a4ee03b5a91ce2190a3ac732689fe5d663d23c34_left_right.log'}",,,,,,False
57,refs/remotes/origin/pull/48,98756932af7708d886abeb501d81797efb3182ee,94bb7fefb73100747b74488149b50f7093823c45,21d7c59b6d4ca1f4e591d70c79703a52d86e555d,,True,True,True,5,17,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/94bb7fefb73100747b74488149b50f7093823c45_21d7c59b6d4ca1f4e591d70c79703a52d86e555d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/94bb7fefb73100747b74488149b50f7093823c45_21d7c59b6d4ca1f4e591d70c79703a52d86e555d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/94bb7fefb73100747b74488149b50f7093823c45_21d7c59b6d4ca1f4e591d70c79703a52d86e555d_left_right.log'}",8ea1122041974eeb7abd14697ed848eba148463aa9175d899beb3fc516315830,Tests_failed,6ab141f1b4baad18b1474ebd9c004c11677df43d1d7ed5aceeed633394d8c22a,Tests_failed,False,False
58,refs/remotes/origin/pull/48,21d7c59b6d4ca1f4e591d70c79703a52d86e555d,bda6c384451a9e6f66e4982d6c24fcda9d842506,4bbe1f4322873b7bbea631ec43706bf19d665195,,True,True,True,30,435,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/bda6c384451a9e6f66e4982d6c24fcda9d842506_4bbe1f4322873b7bbea631ec43706bf19d665195_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/bda6c384451a9e6f66e4982d6c24fcda9d842506_4bbe1f4322873b7bbea631ec43706bf19d665195_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/bda6c384451a9e6f66e4982d6c24fcda9d842506_4bbe1f4322873b7bbea631ec43706bf19d665195_left_right.log'}",bbad3f58b8e1806b6b4d3d0fc990f0d267f31a6775074e6397d6ba5fbbd093d4,Tests_failed,153d44379f760ccfb3dcb0a12b75c1d939fea419b6c93263f60ce917f8104e2e,Tests_failed,False,False
60,refs/remotes/origin/pull/55,786de58c5d14175fbbc509294949bd2e332ed0f7,7109385b8927adffa3f18296d7bdc5a94c5d9a8d,8656468467370dbecedd22dfbb878050e32107cb,,True,True,True,61,525,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/7109385b8927adffa3f18296d7bdc5a94c5d9a8d_8656468467370dbecedd22dfbb878050e32107cb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/7109385b8927adffa3f18296d7bdc5a94c5d9a8d_8656468467370dbecedd22dfbb878050e32107cb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/7109385b8927adffa3f18296d7bdc5a94c5d9a8d_8656468467370dbecedd22dfbb878050e32107cb_left_right.log'}",cee2b17f46c9a46b6a9a41d394f09b8ee00640cb83506a5f3151641af282aaa3,Tests_failed,b1e2f63c8c96ee9a47e1cdddce1e5f739cc5260461c0c84296eb7fe2fdb50c9d,Tests_failed,False,False
62,refs/remotes/origin/pull/70,16f7f49bb54e0d40e7d7adfb6a567b3e621d9702,96c1b938382ad25b3c7341a7b475de50976c9e40,8111a1322d9e1cf681c572907965bc106cd9c903,,False,False,True,3,4,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/96c1b938382ad25b3c7341a7b475de50976c9e40_8111a1322d9e1cf681c572907965bc106cd9c903_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/96c1b938382ad25b3c7341a7b475de50976c9e40_8111a1322d9e1cf681c572907965bc106cd9c903_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/96c1b938382ad25b3c7341a7b475de50976c9e40_8111a1322d9e1cf681c572907965bc106cd9c903_left_right.log'}",,,,,,False
63,refs/remotes/origin/pull/70,8111a1322d9e1cf681c572907965bc106cd9c903,564e3e131d7506b69929e2e94140840afa141948,9a028d58fda1ffd64960a4ecbc465337a0e256f8,,False,True,True,37,1557,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/564e3e131d7506b69929e2e94140840afa141948_9a028d58fda1ffd64960a4ecbc465337a0e256f8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/564e3e131d7506b69929e2e94140840afa141948_9a028d58fda1ffd64960a4ecbc465337a0e256f8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/564e3e131d7506b69929e2e94140840afa141948_9a028d58fda1ffd64960a4ecbc465337a0e256f8_left_right.log'}",,,,,,False
64,refs/remotes/origin/pull/70,564e3e131d7506b69929e2e94140840afa141948,53a8bcf415637f6b53f0b81c082b1d7ea47eda0b,cdcd19c2c2d7cab807bb913bf31f049d82dfdc62,,True,True,True,42,1803,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/53a8bcf415637f6b53f0b81c082b1d7ea47eda0b_cdcd19c2c2d7cab807bb913bf31f049d82dfdc62_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/53a8bcf415637f6b53f0b81c082b1d7ea47eda0b_cdcd19c2c2d7cab807bb913bf31f049d82dfdc62_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/53a8bcf415637f6b53f0b81c082b1d7ea47eda0b_cdcd19c2c2d7cab807bb913bf31f049d82dfdc62_left_right.log'}",f37dbec9a6d3c7261fd474f4f50c9c7e64333f45c4f6c4b72b07f0fed45ab84f,Tests_failed,223c07303a588e20a531f27a12c656c30def352d6856333fa55f8ed56ff2c9a7,Tests_failed,False,False
65,refs/remotes/origin/pull/70,96c1b938382ad25b3c7341a7b475de50976c9e40,b9393e5635fd79eb41a90ff02c2012298a02e23a,53a8bcf415637f6b53f0b81c082b1d7ea47eda0b,,False,True,True,37,1612,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/b9393e5635fd79eb41a90ff02c2012298a02e23a_53a8bcf415637f6b53f0b81c082b1d7ea47eda0b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/b9393e5635fd79eb41a90ff02c2012298a02e23a_53a8bcf415637f6b53f0b81c082b1d7ea47eda0b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/b9393e5635fd79eb41a90ff02c2012298a02e23a_53a8bcf415637f6b53f0b81c082b1d7ea47eda0b_left_right.log'}",,,,,,False
67,refs/remotes/origin/pull/70,b9393e5635fd79eb41a90ff02c2012298a02e23a,c016b9942bfe157ec2b52a713cfc86954e20e7cf,cdcd19c2c2d7cab807bb913bf31f049d82dfdc62,,True,True,True,42,1798,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/c016b9942bfe157ec2b52a713cfc86954e20e7cf_cdcd19c2c2d7cab807bb913bf31f049d82dfdc62_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/c016b9942bfe157ec2b52a713cfc86954e20e7cf_cdcd19c2c2d7cab807bb913bf31f049d82dfdc62_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/c016b9942bfe157ec2b52a713cfc86954e20e7cf_cdcd19c2c2d7cab807bb913bf31f049d82dfdc62_left_right.log'}",0d52d8f1aa7503e60ac7d84177a56d51d5384263ef6f3d55c24124073c2341f0,Tests_failed,223c07303a588e20a531f27a12c656c30def352d6856333fa55f8ed56ff2c9a7,Tests_failed,False,False
68,refs/remotes/origin/pull/70,c016b9942bfe157ec2b52a713cfc86954e20e7cf,80e144a3e9c4d19ea29fb241dbf6197eb786f030,4b211ce58d2559de7b34e6499b8a6866ad1beed3,,False,False,True,3,27,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/80e144a3e9c4d19ea29fb241dbf6197eb786f030_4b211ce58d2559de7b34e6499b8a6866ad1beed3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/80e144a3e9c4d19ea29fb241dbf6197eb786f030_4b211ce58d2559de7b34e6499b8a6866ad1beed3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/80e144a3e9c4d19ea29fb241dbf6197eb786f030_4b211ce58d2559de7b34e6499b8a6866ad1beed3_left_right.log'}",,,,,,False
69,refs/remotes/origin/pull/70,80e144a3e9c4d19ea29fb241dbf6197eb786f030,7826868d897da049b25e520dc05be26ec6b23676,a2717f1dc8fa541534c4525742ba7450bcc11c5c,,False,True,True,4,54,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/7826868d897da049b25e520dc05be26ec6b23676_a2717f1dc8fa541534c4525742ba7450bcc11c5c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/7826868d897da049b25e520dc05be26ec6b23676_a2717f1dc8fa541534c4525742ba7450bcc11c5c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/7826868d897da049b25e520dc05be26ec6b23676_a2717f1dc8fa541534c4525742ba7450bcc11c5c_left_right.log'}",,,,,,False
70,refs/remotes/origin/pull/70,7826868d897da049b25e520dc05be26ec6b23676,a341a15762e741ea18d441b08184ad199d4f6883,f6164bc9948ee994b092db32ed33ffcaa675949b,,False,False,True,3,28,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/a341a15762e741ea18d441b08184ad199d4f6883_f6164bc9948ee994b092db32ed33ffcaa675949b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/a341a15762e741ea18d441b08184ad199d4f6883_f6164bc9948ee994b092db32ed33ffcaa675949b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/a341a15762e741ea18d441b08184ad199d4f6883_f6164bc9948ee994b092db32ed33ffcaa675949b_left_right.log'}",,,,,,False
71,refs/remotes/origin/pull/70,a341a15762e741ea18d441b08184ad199d4f6883,81c07d93c4cafc484c0e41d024b7d04e41aff302,1231110668085faebabac665eb03ebd3cac859b6,,False,False,True,3,30,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/81c07d93c4cafc484c0e41d024b7d04e41aff302_1231110668085faebabac665eb03ebd3cac859b6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/81c07d93c4cafc484c0e41d024b7d04e41aff302_1231110668085faebabac665eb03ebd3cac859b6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/81c07d93c4cafc484c0e41d024b7d04e41aff302_1231110668085faebabac665eb03ebd3cac859b6_left_right.log'}",,,,,,False
72,refs/remotes/origin/pull/70,8a220cae6ba771d60060926d28794210671b5690,4c4ce7c572cca226b03d4dd175f8537f09d71ef5,3511dd30ebd36acb0d46a1d213255be0833ccc73,,False,True,True,10,222,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/4c4ce7c572cca226b03d4dd175f8537f09d71ef5_3511dd30ebd36acb0d46a1d213255be0833ccc73_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/4c4ce7c572cca226b03d4dd175f8537f09d71ef5_3511dd30ebd36acb0d46a1d213255be0833ccc73_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/4c4ce7c572cca226b03d4dd175f8537f09d71ef5_3511dd30ebd36acb0d46a1d213255be0833ccc73_left_right.log'}",,,,,,False
73,refs/remotes/origin/pull/70,6e113df180509244da663cfa44f6c7c3016387a2,ed1e34bdc43be9f77637c98d2448031bd35f1648,61e7683bfdd1e9f95a8434d12893925ec45d92cc,,True,False,True,2,49,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/ed1e34bdc43be9f77637c98d2448031bd35f1648_61e7683bfdd1e9f95a8434d12893925ec45d92cc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/ed1e34bdc43be9f77637c98d2448031bd35f1648_61e7683bfdd1e9f95a8434d12893925ec45d92cc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/xunit-plugin/ed1e34bdc43be9f77637c98d2448031bd35f1648_61e7683bfdd1e9f95a8434d12893925ec45d92cc_left_right.log'}",d8b9ec443a29c13c51ecf8b4d05dfedf5b3cebb32811734b5bf73e68b8939a6c,Tests_failed,4fe8281c73a5ba0b6c1fb9ae275dd8163c28db2ba8a40c7286610a89a875a3d9,Tests_failed,False,False
