,repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl,Validation hash
624,syncany/syncany,Java,0.98579,2,1,0.273956,110.066666,21.866667,1,47445,0.315128,1043,1,1,1,1,5a90af9c3f3d666ddd0ea7fa5f309f3c39e28388
625,LanyonM/playground,Java,0.933333,1,1,0.089716,1.090909,0.0,1,851,0.316195,18,0,0,1,1,c0c50b69bfb08cae2d267bd95774be66df2ddb1b
626,thelinmichael/spotify-web-api-java,Java,1.0,1,1,0.067177,36.75,4.0,1,16346,0.255674,67,1,1,1,1,2888a347fdba5b2f8be1feae41c4b373e84d6813
627,cglib/cglib,Java,0.995025,5,1,0.227167,1.19084,0.251908,1,14236,0.256149,534,1,1,1,1,5c947539c1218dc4ff1a14a7c36b4856b0ee6397
628,kolorobot/spring-boot-thymeleaf,Java,0.833333,1,0,0.024014,0.9,0.0,0,574,0.330709,45,0,0,1,0,00cb739087a7d933fbf3bca716fd06b4b362a996
629,anthavio/phanbedder,Java,1.0,1,1,0.224691,8.0,0.142857,1,350,0.524324,12,1,1,1,1,9576750ca60208e7a159ce4b4b3f246b9819856a
630,riven8192/LibStruct,Java,0.944444,1,0,0.053867,13.555556,0.777778,0,7936,0.397635,43,0,1,1,1,fc8cd3092aa765cbe25cc0e9b8c98a48e279bf3a
631,sendgridlabs/vertx-scheduler,Java,0.916667,1,0,0.19842,5.555556,0.055556,1,1290,0.503413,15,1,1,1,1,fa7ea4715d4e0319498528fa814ae18ce8785e48
632,caelum/mamute,Java,0.965278,5,1,0.077678,66.047623,6.857143,1,41216,0.275316,154,1,1,1,1,bc0a94d188557c0ff65dd0ecf5b74a6dbf76056b
633,spgreenberg/spring-boot-starter-cf-service-broker,Java,0.970588,1,0,0.114924,0.0,0.0,1,1734,0.298331,33,0,0,1,1,e724fba49bc6c1c1861732976e287769b3861c4e
634,dcevm/dcevm,Java,0.977778,2,0,0.295928,11.545455,4.727273,1,6634,0.799967,519,1,1,1,1,ee1a827a2d475d56e5beac0aa7a2dc74b67913ed
635,MSOpenTech/azure-activedirectory-library-for-java,Java,0.875,1,0,0.333395,0.0,0.0,1,3623,0.325969,22,0,0,1,1,8ba9e9e703d134eed87f3972c3b04f94f271ab85
636,XiaoMi/themis,Java,0.975207,1,0,0.03792,31.166668,0.666667,1,12094,0.454443,115,1,1,1,1,1b55d5903b211f601e18abf5c409276637c4a821
637,bkielczewski/example-spring-boot-mvc,Java,0.894737,1,0,0.01662,0.0,0.0,0,723,0.462214,22,0,0,1,0,6b2220f35eda9bb218dbee38bb5e564ee43a699f
638,SEL-columbia/dristhi,Java,0.979282,3,0,0.003423,13.5,0.2,1,55328,0.493078,15,1,1,1,1,c8acd40af655fa2ed166b6047304fd1ed9dc0726
639,wso2/siddhi,Java,0.998425,5,0,0.194199,28.727274,3.090909,1,50767,0.459649,131,1,1,1,1,d99c49470a35dd3598ba5f4d715b08e73a0a9e5c
640,esigate/esigate,Java,0.975,3,0,0.253002,21.357143,7.0,1,26280,0.328796,20,1,1,1,1,cf93424186aab1e9638f184838de394898801404
641,puniverse/capsule,Java,0.96,1,1,0.167906,84.599998,5.8,1,7973,0.286595,882,1,1,1,1,291a54e501a32aaf0284707b8c1fbff6a566822b
642,edgedalmacio/phisix,Java,0.83871,1,1,0.223268,2.432432,0.378378,1,2251,0.49705,25,1,1,1,1,c6d1da8d4ddb3db60565399f27b56dc52a72c1b6
643,seleniumQuery/seleniumQuery,Java,0.976939,1,0,0.278501,54.272728,8.090909,1,24311,0.483788,11,1,1,1,1,ab50fa998e02a21c9769eef8f24f51d280271827
644,cleancoders/CleanCodeCaseStudy,Java,1.0,2,0,0.004804,2.8,0.0,0,1451,0.356688,110,1,0,1,0,d79f951dce1d613371619db543429bab61eb6f85
645,TestFX/TestFX,Java,0.986928,1,1,0.31109,31.785713,10.5,1,10718,0.434927,199,1,1,1,1,5a9be28cb4e212b017fdee6c88e20a5c6d0c4115
646,glazedlists/glazedlists,Java,0.99835,1,1,0.347529,1.557143,0.042857,1,70778,0.412388,52,0,0,1,1,e0593e338246945dab4e83356ef44a59db172a80
647,Roanis/atg-tdd,Java,0.897727,1,0,0.256446,6.538462,1.153846,1,3700,0.505126,11,1,1,1,1,372bddbee003f801bb73ca64469a1d60c183a77f
648,w3c/ldp-testsuite,Java,0.959184,4,0,0.074415,57.545456,19.363636,1,14187,0.886795,13,1,1,1,1,5bbf211bc40db6413a8c26678ca703837afb5f02
649,couchbase/couchbase-jvm-core,Java,0.96,1,0,0.394893,23.571428,0.285714,1,22170,0.342671,18,1,1,1,1,f4d0c99365620bcc6108fe62468e7a7bfe7c77af
650,Label305/Stan-for-Android,Java,0.941176,2,0,0.313514,17.916668,1.583333,1,1190,0.440629,32,1,1,1,1,f272b612be3d282326f2926292620576549b4fec
651,recruit-tech/redpen,Java,0.901316,2,1,0.156477,51.23077,22.923077,1,32240,0.509327,132,1,1,1,1,875029898b36d9dd4a053a0f925cf7c1a726c6af
652,techdev-solutions/spring-test-example,Java,0.894737,1,0,0.221585,0.0,0.0,1,873,0.3392,12,0,0,1,1,ac68e7bb7bbe5e5ff40a55dfc425740d273e9179
653,spring-projects/spring-guice,Java,0.944444,1,1,0.179537,0.0,0.0,1,1387,0.385022,16,0,0,1,1,6d3ed4aab2bbcdaa53208f8c3645de0d3f5a5a52
654,dgageot/simplelenium,Java,1.0,1,1,0.237643,31.6,0.5,1,2650,0.313247,47,1,1,1,1,64c258ac83572302dd27e831b411d8d04cb33624
655,sequenceiq/ambari-shell,Java,0.977273,2,0,0.3091,12.727273,3.0,1,3106,0.28055,43,1,1,1,1,741170684fb81f0285830a8241d97b6052c536ef
656,flipkart-incubator/Lois,Java,1.0,1,0,0.113028,6.363636,0.363636,1,11392,0.652223,77,1,1,1,1,c8097351b261b189a35c28b6ef19b30b15c26fb1
657,bkielczewski/example-spring-boot-rest,Java,0.818182,1,0,0.023684,0.0,0.0,0,385,0.403448,20,0,0,1,0,06e353b830efb25fec533c49644b8d3efa9ef8ce
658,hcoles/QuickBuilder,Java,1.0,1,1,0.070052,60.0,1.0,1,3730,0.30847,11,1,1,1,1,727fa0ccac38ec388393afef044a907aff8d42b9
659,TNG/jgiven,Java,0.945455,1,1,0.086742,40.272728,5.909091,1,15420,0.333277,72,1,1,1,1,8e7ad74a5adde3235089e2267f8900c9803f32cd
660,HubSpot/live-config,Java,0.962963,1,0,0.013147,0.7,0.2,1,1314,0.262477,24,0,0,1,1,7a7ad6bc1ee2dcf333a573af0a4657b4d0f07274
661,square/okio,Java,0.97619,2,1,0.213434,21.583332,9.083333,1,6758,0.469895,1973,1,1,1,1,37e2f284cf62a1253633ae40e5f84b976c57ea0d
662,thekrakken/java-grok,Java,0.944444,1,1,0.244977,6.363636,0.681818,1,2268,0.497426,80,1,1,1,1,901fda38ef6d5c902355eb25cff3f4b4fc3debde
663,scratches/spring-boot-sample-gae,Java,0.666667,2,0,0.049822,2.0,1.166667,0,277,0.538462,35,0,0,1,1,22b99f63222f77f511cc430d97422d954c409898
664,FasterXML/jackson-module-parameter-names,Java,1.0,2,1,0.089955,5.538462,1.384615,0,659,0.658281,20,1,0,1,1,241d2ad0f5d434eec8d6c63af07d67d79b2b4f93
665,marklogic/java-client-api,Java,0.948365,3,0,0.250848,73.727272,25.454544,1,89882,0.520314,17,1,1,1,1,c3dc589ca19ce8d8608310ed4cba5b50146fe768
666,mapzen/lost,Java,1.0,1,1,0.03192,12.818182,2.0,1,2292,0.510148,71,1,1,1,1,4d9e38e67a838ee05734c0166ef95af1a2731398
667,twotoasters/SectionCursorAdapter,Java,0.8,1,1,0.147882,7.272727,1.909091,1,1236,0.340875,107,1,1,1,1,f74a52894f0ad8b809ff1e0298cc5f9068c8dcb8
668,Rayman2200/PDFA3,Java,1.0,2,0,0.301487,7.454545,0.454545,1,1912,0.399541,15,1,1,1,1,bad94911d9ce352b8460fd93ac69d03d9ae03d4d
669,OpenNMS/newts,Java,1.0,1,0,0.253058,25.4,0.4,1,121349,0.256719,125,1,1,1,1,9a94292a617146b126e3a9b6e4feb7b9085e9fba
670,buschmais/extended-objects,Java,0.949541,1,1,0.159597,25.818182,7.545455,1,15614,0.284382,16,1,1,1,1,6de5de614497639e1e4a5f3bcdf50d3023b0e60d
671,johnmartel/javaccPlugin,Java,0.541667,1,1,0.024227,17.363636,1.181818,1,2609,0.774623,12,1,1,1,1,83a07bf08d32a6593230d8d8970bd882bf9b2d0c
672,kohsuke/wordnet-random-name,Java,1.0,1,0,0.189873,1.818182,0.181818,1,152,0.322581,48,0,0,1,1,3882e68fb81e1a2780016d99a78f5edc28d1f3a0
673,Azure/azure-storage-java,Java,0.900383,3,0,0.434933,2.5,2.5,1,40249,0.36558,49,1,1,1,1,c21a7c2ba9fa71cab882d8135e4ca18d0a327ca3
674,javabeanz/owasp-security-logging,Java,0.95,1,1,0.223823,3.0,0.363636,1,821,0.289517,13,1,1,1,1,aae15abd55dbae56fd5323e3d5c3658cf7e20294
675,edulify/play-sitemap-module.edulify.com,Java,0.846154,2,0,0.066098,2.1,1.2,1,633,0.258953,17,1,0,1,1,0c53d934613e60fff119f3c35c9d152739df3dc2
676,appium/java-client,Java,0.97561,2,0,0.244594,21.090908,16.363636,1,4298,0.408538,163,1,1,1,1,653213f513783a9bea1cca83664d7a52fb1fba1e
677,vt-middleware/passay,Java,1.0,2,0,0.297609,7.1,2.8,1,6887,0.532903,22,1,1,1,1,8855bb0e6d2e1966a8d2d3acc3e479e055e5e4e0
678,mapzen/on-the-road,Java,1.0,2,1,0.098381,23.888889,2.888889,1,3044,0.601602,25,1,1,1,1,70b259ab01a94726fbba52a871c430efc7cdc496
679,oxo42/stateless4j,Java,0.95122,3,1,0.266152,8.545455,3.181818,1,1877,0.46416,172,1,1,1,1,11ce463a7c7ddf4d67942572f43c862d0075ef54
680,Azure/azure-notificationhubs,Java,0.947368,6,0,0.158709,2.904762,0.380952,1,8747,0.289664,15,1,1,1,1,98d7c8a778e45a8b9de84e05e1871843a07f7a25
681,appium/tutorial,Java,0.933333,1,1,0.159891,13.454545,1.454545,1,5868,0.396552,29,1,1,1,1,7b3081f1d930b5456678bfeb9fe9fa57924b05ef
682,fabiomaffioletti/mul-at,Java,0.941176,1,0,0.0,0.0,0.0,0,488,0.264851,15,0,0,0,0,15409ecc6a8c16af797cd1c7a30f7c35c5f7584d
683,orientechnologies/orientdb-lucene,Java,0.982456,3,0,0.167905,6.583333,3.75,1,5049,0.385961,37,1,1,1,1,5b11a1424df788efd1047c4857689f048691c28e
684,nosceon/titanite,Java,1.0,1,0,0.286359,24.142857,3.0,1,7752,0.333133,13,1,1,1,1,419b9e25813ce044d8e772eb498a8ad96695b967
685,netceteragroup/valdr-bean-validation,Java,0.906977,1,1,0.261928,14.285714,2.857143,1,2357,0.316906,29,1,1,1,1,78a20810df6ef4dd64c0c77837f42bccc83df8c4
686,chenlb/mmseg4j-core,Java,1.0,1,0,0.172582,7.0,2.0,1,1874,0.267188,63,1,1,1,1,db3d304c717d3cd0ed1e86117c785d46167103c1
687,chenlb/mmseg4j-solr,Java,1.0,1,0,0.225275,2.545455,1.181818,1,1018,0.387097,208,1,1,1,1,8f281b128369c02d5c690c1c9bf9f216a7450309
688,aofeng/threadpool4j,Java,1.0,1,0,0.303936,7.125,0.0,1,1442,0.301,16,1,0,1,1,e88728d28374f0f47304415f7e174e6ae3a58fc7
689,skroutz/elasticsearch-analysis-turkishstemmer,Java,1.0,1,0,0.144625,7.076923,0.076923,1,2224,0.264706,34,1,1,1,1,e3c5f800727c8011e664357d73a3067097a5044e
690,saadfarooq/android-google-spreadsheets-api,Java,0.95122,1,0,0.051565,19.0,0.0,1,2706,0.297494,12,1,0,1,1,0ddbbc09f947f330c699ab73d64a124903c06998
691,mapzen/mapzen-android-demo,Java,0.923077,3,1,0.020557,236.428574,32.57143,1,28288,0.472106,62,1,1,1,1,99ffdb5fc22c407114783481d560d450ad5e2bd0
692,giltene/PauselessHashMap,Java,1.0,2,0,0.239913,6.5,1.5,1,2449,0.318643,101,1,1,1,1,e837692d3b1621cfebaf4dcfc8a927bc6b653c36
693,ewolff/spring-boot-demos,Java,0.8,1,0,0.014975,1.555556,0.0,1,615,0.419672,12,0,0,1,1,6312c81572122db50b8ec7f6c7f03a946bc11436
694,GluuFederation/oxAuth,Java,0.961415,2,0,0.153389,28.25,2.25,1,89583,0.523835,40,1,1,1,1,bd7aede94019ded4395479bc0ba9f39ec3622ec6
695,yammer/dropwizard-testing-integration,Java,1.0,2,1,0.203271,5.666667,0.111111,1,707,0.347962,14,1,1,1,1,ab3319bfb7f2dc6cbd3b65c805eea152bd0367f8
696,spring-io/sagan,Java,0.990196,3,1,0.029476,36.538464,17.461538,1,44778,0.513343,546,1,1,1,1,0616caae4b3a6dce14cea520e0e52a412e990acd
697,Genymobile/genymotion-binocle,Java,0.875,4,0,0.15508,8.230769,0.307692,1,1348,0.277372,23,1,1,1,1,405c49c82a06fbb687348034be075221f88c3941
698,stagemonitor/stagemonitor,Java,0.964602,2,1,0.055682,44.916668,5.166667,1,26931,0.282292,444,1,1,1,1,326bb3f03344f2b0380a6453a7b7b96564e586c4
699,Yinten/AndroidRadTools,Java,0.7,1,0,0.2997,0.75,0.333333,1,712,0.427746,13,0,0,1,1,9313c9f9931deec7d9f866645f74ee9c08b71511
700,SonarSource/sonarqube,Java,0.910737,5,1,0.237563,339.833344,8.555556,1,499608,0.399152,946,1,1,1,1,fade3151895d6c553798d14e4b697caf8e78f622
701,esammer/mrunit,Java,0.975,0,0,0.319696,0.0,0.0,1,3967,0.499733,11,0,0,1,1,0c955880d44761b20744799bbffebcdb42f0d92a
702,lemire/externalsortinginjava,Java,1.0,1,0,0.343204,0.777778,0.111111,1,880,0.381743,29,0,0,1,1,f8f42f44ead1de474491422057814e9b2781382c
703,ReactiveDesignPatterns/Chapter-2,Java,0.714286,1,0,0.041215,0.0,0.0,1,445,0.675325,57,0,0,1,0,bb12e6b7d7b2f13aa61731f03b9e80aa98c2d58f
704,oldratlee/classloader-playground,Java,0.685714,1,1,0.116737,77.0,13.0,1,1413,0.383981,29,1,1,1,1,5b4c5beaf9448aceaf7db1d0aa404b2034eff697
705,tkaczmarzyk/specification-arg-resolver,Java,0.977778,1,1,0.251768,4.636364,0.272727,1,2586,0.642363,42,1,1,1,1,259b17afd89478cabd96991fdc9fe3a603e1b8d3
706,clemp6r/futuroid,Java,1.0,1,1,0.264803,6.714286,0.285714,1,507,0.390244,62,1,1,1,1,23cf0cda6c54d078e40d9ba420053ba5fc3e0fbb
707,warmuuh/libsass-maven-plugin,Java,1.0,3,0,0.159317,4.545455,0.545455,0,742,0.269231,49,1,0,1,1,b8719182796cdb42062605217a3a4dd7684e23b3
708,TomasMikula/EasyBind,Java,1.0,1,0,0.135661,5.888889,0.555556,1,1777,0.274172,51,1,1,1,1,516947dec9de4977d8a817b7d1dfd320cc644298
709,turbomanage/storm-gen,Java,0.860465,2,0,0.334668,4.37037,1.592593,1,4594,0.262437,79,1,1,1,1,22caa69439548a074d035745215bce5aff55853d
710,lsds/SEEP,Java,0.962963,5,0,0.358119,23.166668,0.388889,1,36323,0.361378,17,1,1,1,1,53179692897b314e4c5ab84efbf33c916ee817d3
711,RichardWarburton/java-8-lambdas-exercises,Java,0.901869,2,0,0.125766,3.25,0.75,1,4872,0.346986,188,1,1,1,1,87fdadf617461dcd22badbd6f69a457e37e1c42f
712,carlol/AndroidCardFlip,Java,0.333333,1,0,0.178218,7.0,0.0,0,298,1.0,13,0,0,1,0,6143fbde5664b82b21542bfa293b011da8d65dbf
713,janusdn/jersey2-spring4-grizzly2,Java,0.875,1,0,0.134434,0.0,0.0,1,437,1.0,16,0,0,1,0,d6a4f1e000339a4f36396a2ec594ab864b638df1
714,openstack/sahara-extra,Java,0.977011,7,0,0.369874,6.238095,0.0,1,8490,0.360448,44,1,1,1,1,cf5762829e5ac2f348d793f950f72dc234ce785e
715,TouK/sputnik,Java,0.871622,6,1,0.062444,29.0,6.75,1,5503,0.334785,68,1,1,1,1,17d84fff72875c0f02f468570baa617657cd21a5
716,hk2-project/hk2,Java,0.989536,1,0,0.552167,18.833332,0.333333,0,105359,0.288265,19,0,1,1,1,addaf4f84360d7932a461174ffcb6c47789582b7
717,dsyer/spring-boot-ratpack,Java,0.944444,2,0,0.143338,3.7,0.4,1,1400,0.414406,45,1,1,1,1,aa90b18cc25d7fe3b303553354875e9b0c15f919
718,arnohaase/a-base,Java,0.973451,1,0,0.147346,8.166667,0.083333,1,10239,0.378376,28,1,1,1,1,f3eef2ca89d67775f202a4c28140230a6229291e
719,nhnopensource/volley-extensions,Java,0.97561,1,0,0.332978,120.0,2.0,1,5210,0.379421,117,1,1,1,1,9defd98eb27413b124d6a8cf01b99235e48835e3
720,openlvc/portico,Java,0.996183,1,1,0.303067,7.76,3.92,1,222572,0.382299,29,1,1,1,1,b29e5c235414bd362127aa5181131f387acea679
721,josephw/titl,Java,1.0,1,0,0.217257,1.083333,0.0,1,4317,0.340471,17,0,0,1,1,e7060370973d624d5c7b18f82303407b76421501
722,dhorions/boxable,Java,1.0,2,0,0.099369,1.4,0.3,1,588,0.372137,33,1,0,1,1,91b0004e597161ed1be051a81c9d7ef229567910
723,ewolff/user-registration,Java,0.846154,1,1,0.144688,6.583333,0.5,1,3049,0.351082,42,1,1,1,1,8d951039cd45550d352b609a0ce2414d2b9e8c56
724,ksoichiro/SimpleAlertDialog-for-Android,Java,0.95122,1,1,0.205038,16.888889,1.333333,1,7885,0.461373,71,1,1,1,1,46fb6c2cbae882881dc1f0a5d4acc131b4d63155
725,HPI-Information-Systems/Metanome,Java,0.994398,3,1,0.336485,79.6875,18.9375,1,29730,0.293576,27,1,1,1,1,eab0a20e925e488a61c43f6a17570a7ad80cb053
726,audit4j/audit4j-core,Java,0.904762,1,0,0.491733,10.666667,0.416667,1,9665,0.26291,40,1,1,1,1,4e08cbfcf0bb05141fe0b96ff058562e3cb12a7f
727,sbuettner/spring-boot-autoconfigure-wro4j,Java,0.909091,1,0,0.009404,12.0,0.0,1,394,0.341935,14,1,0,1,1,4d43356c870f78b6bb0c388f1d4f57c5b3e07efa
728,Crate/crate,Java,0.999239,5,1,0.208035,496.0,99.07692,1,118668,0.384039,1157,1,1,1,1,a158c5c1109c42946030ea1f05d72bdbe611e82a
729,SonarCommunity/sonar-build-breaker,Java,1.0,4,0,0.269585,0.641791,0.0,0,329,0.580247,13,0,0,1,0,58cd2e8c859bd19834449cfb0ca0f299e0443f33
730,jmurty/java-xmlbuilder,Java,1.0,3,0,0.47946,1.179104,0.119403,1,2071,0.280279,38,1,1,1,1,0fbd3bc7512f5054711fa6d9ba7160d07ede9cf3
731,jonnyzzz/TeamCity.Virtual,Java,0.975,1,0,0.216344,8.916667,2.083333,1,3215,0.353824,48,1,1,1,1,671f1160f3a0b05873d83de821b33d58136ae8f8
732,scratches/spring-boot-legacy,Java,0.615385,1,0,0.216199,2.0,0.625,1,1239,0.375806,27,0,0,1,1,deea53054d7d1fb3b435326b2933c7beb283a2fe
733,JodaOrg/joda-collect,Java,0.961538,1,1,0.24944,1.545455,0.0,1,3745,0.401814,12,0,0,1,1,4efcc95b81ab9ab37c6ce47b4b33eed27042c15f
734,thecodepath/ParsePushNotificationExample,Java,0.8,2,0,0.083086,1.0,0.25,0,312,1.0,18,0,0,1,1,b2983db8ea400691b56435d63d5792f91ebe7215
735,robolectric/deckard-maven,Java,0.5,5,1,0.0,4.875,0.6875,1,187,0.5,65,1,1,1,1,ac8e34f4bd8f7864900e49fcdbae20323895af35
736,apache/knox,Java,0.988981,3,0,0.208187,23.615385,0.076923,1,78093,0.38792,17,1,1,1,1,6512cc8703385d7daebfbd434b6638eed1b609dc
737,lemire/RoaringBitmap,Java,1.0,1,1,0.172302,20.333332,1.666667,1,13826,0.4335,322,1,1,1,1,bf762d85221b9f79b54cf9a502d675d7611eebe8
738,jOOQ/jOOL,Java,0.925532,1,1,0.41595,14.5,7.166667,1,6612,0.409237,465,1,1,1,1,1c943c5aebef301e1169e4315d6c0a7cc317af4c
739,fhussonnois/storm-trident-elasticsearch,Java,1.0,2,0,0.119636,2.461538,0.615385,1,1426,0.271704,20,1,1,1,1,1788157efff223800a92f17f79deb02c905230f7
740,smacke/jaydio,Java,1.0,1,0,0.336694,6.833333,0.0,1,2098,0.326638,19,1,0,1,1,d9e4b394bdaae819e7f7c00862fc3ffd27f20642
741,ThoughtWorksAustralia/AndroidBootcampProject,Java,0.923077,3,0,0.067892,21.4,0.0,0,2119,0.256835,50,1,0,1,0,c73ef5e51342a2542a0d3b3c135f5e71e92717a1
742,optimaize/language-detector,Java,0.955882,1,0,0.264982,9.090909,2.454545,1,3992,0.318339,88,1,1,1,1,1a322c462f977b29eca8d3142b816b7111d3fa19
743,surech/halarious,Java,1.0,1,0,0.405356,4.142857,1.857143,1,1033,0.296703,23,1,1,1,1,e9245e82504673288d1ca13779a2f74fe03f5fcc
744,cloudera/cm_ext,Java,0.955414,2,0,0.306384,1.333333,0.25,1,8832,0.34616,40,1,1,1,1,90d8785c3bfcf819012159dffaa4af74faa5da9e
745,takari/takari-local-repository,Java,1.0,2,0,0.105685,2.1,0.06,1,2459,0.452599,11,1,1,1,1,1b44256202a15b748dac803e1bb70a2f75dec835
746,jenkinsci/acceptance-test-harness,Java,0.982143,7,0,0.244931,44.92683,0.536585,1,35259,0.362607,36,1,1,1,1,8ac1ea0caa43eb1f76c0d730e31cef2800733b05
747,pedrovgs/Renderers,Java,0.970588,1,1,0.347416,16.363636,0.727273,1,1928,0.309045,750,1,1,1,1,17d31a1bdca2891ff1685d21dea6310e8bbf1996
748,MichaelTamm/junit-toolbox,Java,0.970588,1,0,0.107856,7.0,0.0,1,8983,0.757709,15,1,0,1,1,40a8a33293a05e9f7ac945be8e755e943c4755d7
749,hablutzel1/GenerateTestCases,Java,0.916667,2,0,0.297801,2.461538,0.0,1,3353,0.387839,12,1,0,1,1,7ba731297bff718ba54002a6df0de36f5970b1f0
750,bramp/ffmpeg-cli-wrapper,Java,0.935484,1,0,0.167671,3.777778,0.111111,0,19519,0.435131,29,0,1,1,1,59c5a565e617b853f49b2af5fc97042c07857105
751,ezbz/projectx,Java,0.962617,0,0,0.170981,0.0,0.0,0,5925,0.321935,21,0,0,1,0,7a0066fed6b661b700ae700eb91e278aa42ad5ff
752,DICE-UNC/jargon,Java,0.920259,2,0,0.273209,12.448276,2.862069,1,139712,0.477166,13,1,1,1,1,9039a46865c905c76f7d8965b18f7fe094492423
753,typesafehub/reactive-stocks-java8,Java,0.866667,2,0,0.076416,4.75,0.875,1,701,0.321519,21,1,1,1,1,afdcac1233b0b723056ecca5c4ba5541542306ac
754,stealthly/xml-avro,Java,1.0,1,0,0.041139,7.181818,1.090909,1,1542,0.379663,28,1,1,1,1,c81669763e6af102f2c2e059ab5f77517614faf9
755,SonarCommunity/sonar-csharp,Java,0.964286,2,0,0.042934,18.666668,0.611111,0,15734,0.305984,25,1,1,1,1,d73c2cce42f48ca4f91c6003a2186157292bf5be
756,zhibingXie/SpringMVC-Spring-MyBatis,Java,0.615385,1,0,0.013873,3.8,0.0,0,878,0.268293,147,0,0,1,0,bc91ee490846c6471000167eddfe951171badd6e
757,lessthanoptimal/ejml,Java,0.991614,2,1,0.354786,4.244898,0.142857,1,50301,0.285469,107,1,1,1,1,ed7cad3a76057b3000c3a69d65a21be2488bc76b
758,wso2/product-esb,Java,0.979266,14,0,0.264492,46.846153,8.538462,1,177842,0.794566,14,1,1,1,1,4782c5cace12f2cc2b5a33c139c3716847c04dba
759,tomakehurst/crash-lab,Java,0.914286,1,0,0.023642,0.0,0.0,1,2123,0.337729,22,0,0,1,1,92a82ba886c54313bac574bed96d218d2fb9bd34
760,michael-simons/biking2,Java,0.975,1,0,0.270946,6.583333,0.0,1,15002,0.406427,85,1,0,1,1,bab8450e9b6c0fc92eb300e1be9633deb42ad586
761,rocketscience-projects/javaslang,Java,0.983553,1,1,0.237627,50.76923,8.846154,1,25328,0.47611,590,1,1,1,1,2f2304daf83924ef8c7fc5f7779153af80da149c
762,thiagolocatelli/parse4j,Java,1.0,1,0,0.108505,10.461538,3.0,1,7315,0.270028,118,1,1,1,1,200b2959c18b3d2f517cd3842d1bb646371cc994
763,vladmihalcea/flexy-pool,Java,0.986842,1,0,0.204632,12.0,0.181818,1,4121,0.407646,165,1,1,1,1,d38c643f5e993e1d732a69981f9a42a1bbe17532
764,hgwood/java8-streams-and-exceptions,Java,1.0,1,0,0.214781,1.416667,0.083333,1,424,0.297386,13,0,0,1,1,f8cd352257137cc4c66dee6cccaccd4acb8600ce
765,johnjohndoe/TypedPreferences,Java,0.833333,1,1,0.15671,7.2,0.6,1,1250,0.643266,191,1,1,1,1,ea16fe0d6ee45fc00624e3c49a2325b1fe554aa8
766,evant/rxloader,Java,0.972973,1,0,0.145026,3.272727,1.454545,1,2993,0.251419,266,1,1,1,1,07046d22bc5877bc5fae42cf528e2b0b807959ec
767,lpandzic/junit-bdd,Java,1.0,1,1,0.383897,7.0,1.1,1,680,0.535519,12,1,1,1,1,1072e37b0dfea93f2d81b9131109436772b40d2e
768,ptgoetz/storm-hbase,Java,1.0,1,0,0.330069,3.5,0.833333,1,1509,0.275942,14,1,1,1,1,509e41514bb92ef65dba1449bbd935557dc8193c
769,tkurz/sesame-vocab-builder,Java,0.923077,3,1,0.06453,12.916667,3.25,1,2264,0.28961,14,1,1,1,1,ef3f8366bd06c1a39c133b25d864da61532e774e
770,eunjae-lee/ModelMapper,Java,0.818182,1,0,0.084163,0.0,0.0,1,1081,0.410974,17,0,0,1,1,8f07d7fe9d5a1f769b30e4e5996a540462ecd2a2
771,square/jna-gmp,Java,1.0,2,0,0.222693,0.0,0.0,1,1891,0.407712,22,1,0,1,1,42388dea22d727c61633d9cf66bad581236a2003
772,Jaspersoft/jrs-rest-java-client,Java,0.93531,2,1,0.332441,20.666668,4.933333,1,23537,0.509956,30,1,1,1,1,64edbe805aeb41e16b3be3436bca4d65f695f2c4
773,sonyxperiadev/gerrit-events,Java,0.96875,3,0,0.469728,11.5,2.357143,1,7395,0.335068,16,1,1,1,1,a409f3fc341565a7fbe25068076b4195e906464f
774,tuenti/VideoRecorderService,Java,1.0,1,0,0.067993,0.0,0.0,1,624,0.267281,18,0,0,1,0,e5f203c6c39f9ad05dcb20df243975283bfa4028
775,irobertson/pojomatic,Java,0.912281,1,0,0.153407,38.5,1.5,1,7739,0.377686,11,1,1,1,1,193c4025d3bf983fb00208751d2ddc2eac1e9d70
776,davidmoten/rxjava-jdbc,Java,0.912281,1,1,0.266314,40.538464,1.076923,1,6375,0.389132,273,1,1,1,1,86140159d6b0577ffaf6b215133125db7b6d54ee
777,matzew/simple-websocket-client,Java,0.9375,1,1,0.330435,8.222222,0.111111,1,803,0.422222,14,1,1,1,1,67c207de9de2310feddf70cf90994b1af028b012
778,spuder/All-Spark-Cube,Java,0.388889,2,0,0.197112,0.96,0.0,0,16085,0.255268,13,0,0,1,1,b0779d4695a69adfa98b70b1a4b707e85d1ea73e
779,dmytrodanylyk/android-concurrent-database,Java,0.692308,1,0,0.266938,1.142857,0.142857,1,588,0.279817,45,0,0,1,1,0696b3e9a89a722a3b3d4a67b2096c9f857bda32
780,SignalR/java-client,Java,0.932039,2,0,0.217831,5.909091,6.545455,1,6689,0.251801,162,1,1,1,1,d7ca6fd0a912523735eb5e97c09f9389302cf4ad
781,mdeverdelhan/ta4j,Java,0.984694,1,1,0.447201,17.916668,2.916667,1,7672,0.467483,91,1,1,1,1,0441468c09cfd98754497cd9c0f1da9cf70fc4b9
