idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,explanation,sampled for testing
509,refs/remotes/origin/2.1,c0b835834913884144482924f2b2ce8b79f647b2,55cd455caa3298e418600c7fdd27304b412b741f,6e32d14f2ed6f5b9e0d180a229d724ca36956b0f,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/55cd455caa3298e418600c7fdd27304b412b741f_6e32d14f2ed6f5b9e0d180a229d724ca36956b0f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/55cd455caa3298e418600c7fdd27304b412b741f_6e32d14f2ed6f5b9e0d180a229d724ca36956b0f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/55cd455caa3298e418600c7fdd27304b412b741f_6e32d14f2ed6f5b9e0d180a229d724ca36956b0f_left_right.log'}",True,Tests_passed,310e2b91984297dcf0bd59c0491f4488c308f1df7a60809c88363249f46b2285,True,124.0,11612.0,True,Tests_passed,c3b0dc0f2ac4c3c01a9e89e8e366565bda182c78b061d60bce0033c4d347b70f,True,,True
511,refs/remotes/origin/2.1,fc8d0f3f7ad0580952f3df77660832db29a67912,2941cbc512a15110a62e4ba237cad0c4e5a08a11,9c01e3bd0d345d14ef7058882446197d45f208c3,,False,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/2941cbc512a15110a62e4ba237cad0c4e5a08a11_9c01e3bd0d345d14ef7058882446197d45f208c3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/2941cbc512a15110a62e4ba237cad0c4e5a08a11_9c01e3bd0d345d14ef7058882446197d45f208c3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/2941cbc512a15110a62e4ba237cad0c4e5a08a11_9c01e3bd0d345d14ef7058882446197d45f208c3_left_right.log'}",True,,,True,31.0,973.0,,,,False,,False
512,refs/remotes/origin/2.1,ef76229460fbf724f20a5e037837673c49377737,6afcf27d1b41bf0024a7d4d4f5d93e6685520c18,246d58e59b44844884712b99134a46029e3ccbcb,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/6afcf27d1b41bf0024a7d4d4f5d93e6685520c18_246d58e59b44844884712b99134a46029e3ccbcb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/6afcf27d1b41bf0024a7d4d4f5d93e6685520c18_246d58e59b44844884712b99134a46029e3ccbcb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/6afcf27d1b41bf0024a7d4d4f5d93e6685520c18_246d58e59b44844884712b99134a46029e3ccbcb_left_right.log'}",True,Tests_passed,ff31953072937dc9f54d2c0f484ea771094ee27c7db05a0d3461123a98073c20,True,118.0,11282.0,True,Tests_passed,2ce73448fe456d317f84be25d9d9c3e34642c2e0d7c072829a76bd0422895e3f,True,,True
513,refs/remotes/origin/2.1,ed31025a17a90afa80f72e7d6c44def652429050,1e259f7246157e3fc7dac6c2cb3fc453fd5bd7ef,4b4999e4afb8d2250211af494e4e26db51736dfa,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/1e259f7246157e3fc7dac6c2cb3fc453fd5bd7ef_4b4999e4afb8d2250211af494e4e26db51736dfa_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/1e259f7246157e3fc7dac6c2cb3fc453fd5bd7ef_4b4999e4afb8d2250211af494e4e26db51736dfa_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/1e259f7246157e3fc7dac6c2cb3fc453fd5bd7ef_4b4999e4afb8d2250211af494e4e26db51736dfa_left_right.log'}",True,Tests_failed,a06cdee0c34b0feb8750b248df269df9d8ca2010c34c7b443db7a14cc9fb0f80,True,20.0,886.0,False,Tests_passed,a7357df4aa98c522a8a4172f143b1cbcbf047727269636bf79545c62f517bd75,False,,False
514,refs/remotes/origin/2.1,029a5cacdeedea6db7c41cc2df4d8d06a5ac652f,146640907d329bcb62bd971c58130309e62e5f6c,f381b824d8eeb77b1dc44820f4c473fd035cef2a,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/146640907d329bcb62bd971c58130309e62e5f6c_f381b824d8eeb77b1dc44820f4c473fd035cef2a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/146640907d329bcb62bd971c58130309e62e5f6c_f381b824d8eeb77b1dc44820f4c473fd035cef2a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/146640907d329bcb62bd971c58130309e62e5f6c_f381b824d8eeb77b1dc44820f4c473fd035cef2a_left_right.log'}",True,Tests_failed,f1cf5a1d93e39707164542f5f78fb1b230f23601274b763b522fd41473ea05c3,True,117.0,11176.0,False,Tests_passed,a72a42f79c25afcc635b047b6e504b0d2635067d5e9251794625e04bfca3ec4d,False,,False
516,refs/remotes/origin/2.1,5902ad493e7abcc96caa58b74c3caabcc91a8dfe,7768863ebd2cb1120c64a62f0fc6de312b21525c,2905f6a57846eab1e0e7da449f938b1233ef1bcf,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/7768863ebd2cb1120c64a62f0fc6de312b21525c_2905f6a57846eab1e0e7da449f938b1233ef1bcf_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/7768863ebd2cb1120c64a62f0fc6de312b21525c_2905f6a57846eab1e0e7da449f938b1233ef1bcf_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/7768863ebd2cb1120c64a62f0fc6de312b21525c_2905f6a57846eab1e0e7da449f938b1233ef1bcf_left_right.log'}",True,Tests_passed,cf4c08cbe94d4dc3e776119dd9f75bf73d3f7d82a9e38d95cc1a40f7e50f5160,True,247.0,5267.0,True,Tests_passed,470b4aa92c4ada8c2acadc19667bb40db9dd486ffb3e14a152353bd124b1827d,True,,True
518,refs/remotes/origin/2.1,8ad3ed89eaa16ea4c3aafb995e2e33c7b22afc1e,55b60db5767af26d4cf4618c495e0f760096c25c,3378a4b0fd6dc5d670b106db8da9057aac4e6b34,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/55b60db5767af26d4cf4618c495e0f760096c25c_3378a4b0fd6dc5d670b106db8da9057aac4e6b34_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/55b60db5767af26d4cf4618c495e0f760096c25c_3378a4b0fd6dc5d670b106db8da9057aac4e6b34_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/55b60db5767af26d4cf4618c495e0f760096c25c_3378a4b0fd6dc5d670b106db8da9057aac4e6b34_left_right.log'}",True,Tests_passed,7e767f2a5784cde0b3c0a0223b4adc2a28f5c23f92f6839fb483eea30f9c6e49,True,238.0,1311.0,False,Tests_failed,680b879a595b9b9cafa68293d66470f60ec1890426ff117fd3d63a487ef32f91,False,,False
519,refs/remotes/origin/2.1,cc965eb38e038ebb5f93225996fd9aa5cabdd3d4,8f51a1d8d844930271a4b986670526bda6c1126d,26010b330ad37bcd44090da6d12c021aaaabd911,,False,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/8f51a1d8d844930271a4b986670526bda6c1126d_26010b330ad37bcd44090da6d12c021aaaabd911_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/8f51a1d8d844930271a4b986670526bda6c1126d_26010b330ad37bcd44090da6d12c021aaaabd911_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/8f51a1d8d844930271a4b986670526bda6c1126d_26010b330ad37bcd44090da6d12c021aaaabd911_left_right.log'}",True,,,True,110.0,10503.0,,,,False,,False
520,refs/remotes/origin/2.1,04357d6c5cce0d371264d09c834b9c43729f71cb,4138c9ab2224d66785bb1ecbaa5a9a9b6da26f8b,c3d52ee9027a914cde1026eba4bfe1adb4d23a1f,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/4138c9ab2224d66785bb1ecbaa5a9a9b6da26f8b_c3d52ee9027a914cde1026eba4bfe1adb4d23a1f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/4138c9ab2224d66785bb1ecbaa5a9a9b6da26f8b_c3d52ee9027a914cde1026eba4bfe1adb4d23a1f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/4138c9ab2224d66785bb1ecbaa5a9a9b6da26f8b_c3d52ee9027a914cde1026eba4bfe1adb4d23a1f_left_right.log'}",True,Tests_passed,ca2f529ac93216b0516a58e085c98b4eddcae43009f7d41469e61b32866ddeae,True,239.0,10454.0,True,Tests_passed,87f48e0dbb34cd07b2d4d0e5cb8324576679928bac3259de28da4c0b595bd3fd,True,,True
521,refs/remotes/origin/2.1,9b152803405984adcaadc089b54abdffc5517610,e2fc629d245c43b50f898d05b31a490321a0e6da,e56c04b6dad7a97868083cdfbd4fe293af857c48,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/e2fc629d245c43b50f898d05b31a490321a0e6da_e56c04b6dad7a97868083cdfbd4fe293af857c48_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/e2fc629d245c43b50f898d05b31a490321a0e6da_e56c04b6dad7a97868083cdfbd4fe293af857c48_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/e2fc629d245c43b50f898d05b31a490321a0e6da_e56c04b6dad7a97868083cdfbd4fe293af857c48_left_right.log'}",True,Tests_passed,8362f60d22a3064dfedc86a6f145ab0612e8d4c95f98f861bfaa1cd0417e9f62,True,112.0,10084.0,True,Tests_passed,1516e9b1aa35f6006db1859fc12cea7cbd3a10cc600a98d3c9a7b8e56e227944,True,,True
522,refs/remotes/origin/2.1,e2fc629d245c43b50f898d05b31a490321a0e6da,aac3baacc4800611549e0e8084adb674b83e8c2a,1c04f43b29c2dc893dbb43096cfd11a03e3cc42c,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/aac3baacc4800611549e0e8084adb674b83e8c2a_1c04f43b29c2dc893dbb43096cfd11a03e3cc42c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/aac3baacc4800611549e0e8084adb674b83e8c2a_1c04f43b29c2dc893dbb43096cfd11a03e3cc42c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/aac3baacc4800611549e0e8084adb674b83e8c2a_1c04f43b29c2dc893dbb43096cfd11a03e3cc42c_left_right.log'}",True,Tests_passed,59d5b4e9817f9798ae0e36209630fffac64707dbc83b0632dda2801e8bf65dd8,True,110.0,10113.0,True,Tests_passed,d33e6f814ef412dc893ffd008df98316e4c8188e08d61923f1e66cf983a3f9a0,True,,True
523,refs/remotes/origin/2.1,aac3baacc4800611549e0e8084adb674b83e8c2a,e5075a01f8ca18f4326d900bc3b67da49d4a8d7e,e2cb34c06585c132d78b1b8b623ce8c4b115d5a2,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/e5075a01f8ca18f4326d900bc3b67da49d4a8d7e_e2cb34c06585c132d78b1b8b623ce8c4b115d5a2_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/e5075a01f8ca18f4326d900bc3b67da49d4a8d7e_e2cb34c06585c132d78b1b8b623ce8c4b115d5a2_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/e5075a01f8ca18f4326d900bc3b67da49d4a8d7e_e2cb34c06585c132d78b1b8b623ce8c4b115d5a2_left_right.log'}",True,Tests_passed,73196141b479e661cf7cccb6efaa43edbe87d0b74741c824dd7fe024e9d77607,True,110.0,10123.0,True,Tests_passed,e2001b1fe0f5c8c6fa713f2b7e8a29d0f0fa268cd5feaae45664401392bebd31,True,,True
524,refs/remotes/origin/2.1,11d859cac0b5b4a1861faf34ed6067eb5287c1c0,1466645d9cd34c53d8bcaf24839ef3879ed2ca8a,7469e9d225c952baf133c0997bced8f585e7c0bc,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/1466645d9cd34c53d8bcaf24839ef3879ed2ca8a_7469e9d225c952baf133c0997bced8f585e7c0bc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/1466645d9cd34c53d8bcaf24839ef3879ed2ca8a_7469e9d225c952baf133c0997bced8f585e7c0bc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/1466645d9cd34c53d8bcaf24839ef3879ed2ca8a_7469e9d225c952baf133c0997bced8f585e7c0bc_left_right.log'}",True,Tests_passed,023e438711861634a1d3dbd0a1f076460bd60a543b79dc0dde1278cbecf28373,True,109.0,10077.0,True,Tests_passed,ca4f20b0cf822155f9e5ed11b89792887a6ce001fcc375b4b3b2d92bb26ea1b5,True,,True
526,refs/remotes/origin/2.1,df59bef5a1450c539ffa170f4c02129421dbd68e,5b65547df007f62f2f66f66aa28be53c7a492f50,d56fa9765564c702647acdf35ebbcdfa3c9d66e2,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/5b65547df007f62f2f66f66aa28be53c7a492f50_d56fa9765564c702647acdf35ebbcdfa3c9d66e2_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/5b65547df007f62f2f66f66aa28be53c7a492f50_d56fa9765564c702647acdf35ebbcdfa3c9d66e2_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/5b65547df007f62f2f66f66aa28be53c7a492f50_d56fa9765564c702647acdf35ebbcdfa3c9d66e2_left_right.log'}",True,Tests_passed,ada9f5b2a9867a98813929a56eb5e88740c310bd1b6081a2a1a5921080f7584d,True,109.0,10103.0,True,Tests_passed,f59378c4b2cdd94613681a41acf9b469a785872af3a72a57b2f6fb8424d06205,True,,True
528,refs/remotes/origin/2.1,68fd4f8bcc6ff4390335d86a5ec0c42302550bf2,0159c346ca606df1662c39c93637c0f71e9e36dc,3f353c06b147b7827e56acf7920ba0ac5b1128b6,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/0159c346ca606df1662c39c93637c0f71e9e36dc_3f353c06b147b7827e56acf7920ba0ac5b1128b6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/0159c346ca606df1662c39c93637c0f71e9e36dc_3f353c06b147b7827e56acf7920ba0ac5b1128b6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/0159c346ca606df1662c39c93637c0f71e9e36dc_3f353c06b147b7827e56acf7920ba0ac5b1128b6_left_right.log'}",True,Tests_passed,0596e23a6d44894650c7b7edd8f1e7ba40aac2ec95116dfe1e9a60eca3da9424,True,106.0,9955.0,True,Tests_passed,5ce25a3e8b79b06ee95eb0d464165f494253a5dbcdfbd37d6cf1b96152d185bd,True,,True
529,refs/remotes/origin/2.1,0159c346ca606df1662c39c93637c0f71e9e36dc,b125c5d51d158a7bf55e8cf140e58ec7b50ca79d,4f2cef616663457909fe7395cd17d4ce325c9a40,,False,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/b125c5d51d158a7bf55e8cf140e58ec7b50ca79d_4f2cef616663457909fe7395cd17d4ce325c9a40_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/b125c5d51d158a7bf55e8cf140e58ec7b50ca79d_4f2cef616663457909fe7395cd17d4ce325c9a40_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/b125c5d51d158a7bf55e8cf140e58ec7b50ca79d_4f2cef616663457909fe7395cd17d4ce325c9a40_left_right.log'}",True,,,True,5.0,144.0,,,,False,,False
530,refs/remotes/origin/2.1,b125c5d51d158a7bf55e8cf140e58ec7b50ca79d,97ba68809caa265e80adc1d8307d87950d0aec7c,955c38e74a8359b8f821b22c1cca667b42de6d30,,False,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/97ba68809caa265e80adc1d8307d87950d0aec7c_955c38e74a8359b8f821b22c1cca667b42de6d30_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/97ba68809caa265e80adc1d8307d87950d0aec7c_955c38e74a8359b8f821b22c1cca667b42de6d30_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/97ba68809caa265e80adc1d8307d87950d0aec7c_955c38e74a8359b8f821b22c1cca667b42de6d30_left_right.log'}",True,,,True,7.0,232.0,,,,False,,False
534,refs/remotes/origin/2.1,b1477631523c6f6b4d71dbd1b5c08dfd1dfbe9a4,6fc105b4b448ea20464a3c411908f68e2d5825bd,992348d55336330c6b3c9c9484a067f0dbdcda40,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/6fc105b4b448ea20464a3c411908f68e2d5825bd_992348d55336330c6b3c9c9484a067f0dbdcda40_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/6fc105b4b448ea20464a3c411908f68e2d5825bd_992348d55336330c6b3c9c9484a067f0dbdcda40_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/6fc105b4b448ea20464a3c411908f68e2d5825bd_992348d55336330c6b3c9c9484a067f0dbdcda40_left_right.log'}",True,Tests_passed,fb6c3d56811360ac3aa3ef3d6adc770af8b5c59e00a30bf2d5973b25f9f0cd03,True,103.0,9045.0,True,Tests_passed,9cf5c4aeff001afd0a5806c0dc7d242b9ae9175249b313f22a120c8ae37ff335,True,,True
536,refs/remotes/origin/2.1,997315cdc4a6c6efc893a77ff2bbeea64642365a,f90295d9fccbc76813c40bcab74dfe97e8e627c0,12be43f9a6b86c447eb6a19fc387012b8cd5741c,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/f90295d9fccbc76813c40bcab74dfe97e8e627c0_12be43f9a6b86c447eb6a19fc387012b8cd5741c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/f90295d9fccbc76813c40bcab74dfe97e8e627c0_12be43f9a6b86c447eb6a19fc387012b8cd5741c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/f90295d9fccbc76813c40bcab74dfe97e8e627c0_12be43f9a6b86c447eb6a19fc387012b8cd5741c_left_right.log'}",True,Tests_passed,f53794f59a1bb422debb14f838375f8ff397844c19453bf6aa1eeac4149514dd,True,103.0,8985.0,True,Tests_passed,5fde7d5c75869f684148b8e9c0cdecb4dff2aedef92b8adbfc40fb812921a418,True,,True
537,refs/remotes/origin/2.1,2ea90d4ec883ecff55ebe24cc05cbded67e73273,cc4fc4debfead03908a779ef02246a2ed3db8e60,d594b659dcb567199c0ca5edfde27d73f29a2c60,,False,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/cc4fc4debfead03908a779ef02246a2ed3db8e60_d594b659dcb567199c0ca5edfde27d73f29a2c60_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/cc4fc4debfead03908a779ef02246a2ed3db8e60_d594b659dcb567199c0ca5edfde27d73f29a2c60_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/cc4fc4debfead03908a779ef02246a2ed3db8e60_d594b659dcb567199c0ca5edfde27d73f29a2c60_left_right.log'}",True,,,True,6.0,40.0,,,,False,,False
538,refs/remotes/origin/2.1,0dd96ea21f85de3a8323926450891971cb36d2e1,1f25c7e3a0bf10b65765b3b23bdcf9a5de30888a,9a4a207038a7ccf60bd70cc3bc71d517337f40f3,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/1f25c7e3a0bf10b65765b3b23bdcf9a5de30888a_9a4a207038a7ccf60bd70cc3bc71d517337f40f3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/1f25c7e3a0bf10b65765b3b23bdcf9a5de30888a_9a4a207038a7ccf60bd70cc3bc71d517337f40f3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/1f25c7e3a0bf10b65765b3b23bdcf9a5de30888a_9a4a207038a7ccf60bd70cc3bc71d517337f40f3_left_right.log'}",True,Tests_passed,56bb658eeb56b947489fa5d22d290404c17059832dd967db3a913bd832f3f8f2,True,100.0,8965.0,True,Tests_passed,7772c3712b94da9d5b66f85b99bf764206c4ed6576210ee3887fc1422068ad74,True,,True
539,refs/remotes/origin/2.1,1f25c7e3a0bf10b65765b3b23bdcf9a5de30888a,65983dce2a5471f2375b6d6c491d20fa3deace55,b1e5d9bf2dd00732cd1ae1afa304fe11b5ec4bd8,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/65983dce2a5471f2375b6d6c491d20fa3deace55_b1e5d9bf2dd00732cd1ae1afa304fe11b5ec4bd8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/65983dce2a5471f2375b6d6c491d20fa3deace55_b1e5d9bf2dd00732cd1ae1afa304fe11b5ec4bd8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/65983dce2a5471f2375b6d6c491d20fa3deace55_b1e5d9bf2dd00732cd1ae1afa304fe11b5ec4bd8_left_right.log'}",True,Tests_passed,437b103165dbaf2ff174a7911afc1bdda4d2a81b182a773b65372b97f64d1eb9,True,105.0,9052.0,True,Tests_passed,b2da5603c4a5ff9c3c5b655c4f2919db045e064ec4ea315bafd03def0fc8b87f,True,,True
543,refs/remotes/origin/2.1,925bda83aa829f1b7fa5fb451208d651606e239b,f03b44676a83e286bb9f08ec549c1b5d6e8e0f79,f108d96bda78506a877562d57f910d2be6d51f4f,,False,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/f03b44676a83e286bb9f08ec549c1b5d6e8e0f79_f108d96bda78506a877562d57f910d2be6d51f4f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/f03b44676a83e286bb9f08ec549c1b5d6e8e0f79_f108d96bda78506a877562d57f910d2be6d51f4f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/f03b44676a83e286bb9f08ec549c1b5d6e8e0f79_f108d96bda78506a877562d57f910d2be6d51f4f_left_right.log'}",True,,,True,40.0,3663.0,,,,False,,False
545,refs/remotes/origin/2.1,dead4d1b9d0d8f2ac73ae1aff25a904132fe34c8,33e8bd6b4ddffc9af140b48d897e248373b32e25,021faf56f983a6fce1a5eb4a74e8438be9bf8982,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/33e8bd6b4ddffc9af140b48d897e248373b32e25_021faf56f983a6fce1a5eb4a74e8438be9bf8982_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/33e8bd6b4ddffc9af140b48d897e248373b32e25_021faf56f983a6fce1a5eb4a74e8438be9bf8982_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/33e8bd6b4ddffc9af140b48d897e248373b32e25_021faf56f983a6fce1a5eb4a74e8438be9bf8982_left_right.log'}",True,Tests_passed,ecaf369e4797edd65e798123a572eaf34b9261ffcbfb1b39b94262745cec73a0,True,89.0,8186.0,True,Tests_passed,47223f1fdb3cdc88acb72b56d16aea40e00b94cb67e1e407f04b5461d6809b12,True,,True
546,refs/remotes/origin/2.1,33e8bd6b4ddffc9af140b48d897e248373b32e25,6c4d785bc5c84a94456f97447c1b8e7015ab691b,64e335e658c95d43ac2d2e124a51ea1672025bb6,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/6c4d785bc5c84a94456f97447c1b8e7015ab691b_64e335e658c95d43ac2d2e124a51ea1672025bb6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/6c4d785bc5c84a94456f97447c1b8e7015ab691b_64e335e658c95d43ac2d2e124a51ea1672025bb6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/6c4d785bc5c84a94456f97447c1b8e7015ab691b_64e335e658c95d43ac2d2e124a51ea1672025bb6_left_right.log'}",True,Tests_passed,45296ffb7c95786c619930dc6c3dd4604fe9d60ecebd2bbbac3574e1edfacc9e,True,93.0,8349.0,True,Tests_passed,9ea78d819a444d233bf7cf7fe88aa0eeb0b8703a236f362a26f0d72bbb5ad590,True,,True
547,refs/remotes/origin/2.1,6c4d785bc5c84a94456f97447c1b8e7015ab691b,2266725d3a95a1b24431ba61c31b624749230acb,3be932c07c1c778c272d0c371cb8bd85617ec238,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/2266725d3a95a1b24431ba61c31b624749230acb_3be932c07c1c778c272d0c371cb8bd85617ec238_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/2266725d3a95a1b24431ba61c31b624749230acb_3be932c07c1c778c272d0c371cb8bd85617ec238_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/2266725d3a95a1b24431ba61c31b624749230acb_3be932c07c1c778c272d0c371cb8bd85617ec238_left_right.log'}",True,Tests_passed,387bfb391b24413de1c140ea787e70f284a73477f4e2852f2894fa09a47d99ac,True,94.0,8260.0,True,Tests_passed,b82340a038794ffc5815ab58abdca0aef36c066b0204a1d2dbda4c423ef08a53,True,,True
548,refs/remotes/origin/2.1,2266725d3a95a1b24431ba61c31b624749230acb,7d90c6d7e552d675793a9724ef5469b330fd4646,8735842cb5ee438e9106c840306a1bc4eb4c1de2,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/7d90c6d7e552d675793a9724ef5469b330fd4646_8735842cb5ee438e9106c840306a1bc4eb4c1de2_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/7d90c6d7e552d675793a9724ef5469b330fd4646_8735842cb5ee438e9106c840306a1bc4eb4c1de2_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/7d90c6d7e552d675793a9724ef5469b330fd4646_8735842cb5ee438e9106c840306a1bc4eb4c1de2_left_right.log'}",True,Git_checkout_failed,,True,90.0,8197.0,False,Git_checkout_failed,,False,,False
549,refs/remotes/origin/2.1,7d90c6d7e552d675793a9724ef5469b330fd4646,b95dbb2dea9a23fc82ffac83b3634ab4617c8a58,9f32856dbc5b966f04b6aac0de49903af942cfb4,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/b95dbb2dea9a23fc82ffac83b3634ab4617c8a58_9f32856dbc5b966f04b6aac0de49903af942cfb4_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/b95dbb2dea9a23fc82ffac83b3634ab4617c8a58_9f32856dbc5b966f04b6aac0de49903af942cfb4_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/b95dbb2dea9a23fc82ffac83b3634ab4617c8a58_9f32856dbc5b966f04b6aac0de49903af942cfb4_left_right.log'}",True,Tests_passed,0d6dfeb1204d12a4ea1b0115ce763fa79a1879ef893fa18737989328702451df,True,93.0,8360.0,True,Tests_passed,88f1aa0ed8d738d09a15f1cf95a1a6f4850c1d8ca273b91e6868ef89c859b893,True,,True
550,refs/remotes/origin/2.1,40746c0320efe5ceb063cf3dc1f758ae8e25ed9e,8caf53b74e2eff8bd4a76c701a80a4ddf6620551,b7316946504a31072b3a47158d706bce62e325a0,,True,"{'base_left': 'cache/diff_analyzer/logs/datastax/java-driver/8caf53b74e2eff8bd4a76c701a80a4ddf6620551_b7316946504a31072b3a47158d706bce62e325a0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/datastax/java-driver/8caf53b74e2eff8bd4a76c701a80a4ddf6620551_b7316946504a31072b3a47158d706bce62e325a0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/datastax/java-driver/8caf53b74e2eff8bd4a76c701a80a4ddf6620551_b7316946504a31072b3a47158d706bce62e325a0_left_right.log'}",True,Tests_passed,b19baa0ee96f3fe8d0019083b042d9b9da94cb3414faaaac00ff64a2c4d68847,True,55.0,1979.0,True,Tests_passed,5089d9ba613dae7b1a64a15ed5446a1f34508c82f4f77dcd94b540350c3bc48b,True,,True
